,Name,URLS
1293,Monomelic amyotrophy,/diseases/9697/monomelic-amyotrophy
1294,Benign hereditary chorea,/diseases/1305/benign-hereditary-chorea
1295,Tièche-Jadassohn nevus,/diseases/8452/tieche-jadassohn-nevus
1296,Benign metastasizing leiomyoma,/diseases/10776/benign-metastasizing-leiomyoma
1297,Geographic tongue,/diseases/6493/geographic-tongue
1298,Cicatricial pemphigoid,/diseases/5913/cicatricial-pemphigoid
1299,"Epilepsy, benign occipital",/diseases/2170/epilepsy-benign-occipital
1300,Familial Mediterranean fever,/diseases/6421/familial-mediterranean-fever
1301,Benign paroxysmal positional vertigo,/diseases/5915/benign-paroxysmal-positional-vertigo
1302,Bullous pemphigoid,/diseases/5972/bullous-pemphigoid
1303,Mollaret meningitis,/diseases/10868/mollaret-meningitis
1304,Benign recurrent intrahepatic cholestasis,/diseases/12185/benign-recurrent-intrahepatic-cholestasis
1305,Benign recurrent intrahepatic cholestasis 1,/diseases/10028/benign-recurrent-intrahepatic-cholestasis-1
1306,Benign recurrent intrahepatic cholestasis 2,/diseases/10029/benign-recurrent-intrahepatic-cholestasis-2
1307,Schwannoma,/diseases/4767/schwannoma
1308,Multiple symmetric lipomatosis,/diseases/6957/multiple-symmetric-lipomatosis
1309,Thunderclap headache,/diseases/10798/thunderclap-headache
1310,Tylosis with esophageal cancer,/diseases/3102/tylosis-with-esophageal-cancer
1311,Bent bone dysplasia syndrome,/diseases/10965/bent-bone-dysplasia-syndrome
1312,Camptocormism,/diseases/1063/camptocormism
1313,Congenital generalized lipodystrophy,/diseases/13388/congenital-generalized-lipodystrophy
1314,Congenital generalized lipodystrophy type 2,/diseases/10212/congenital-generalized-lipodystrophy-type-2
1315,Congenital generalized lipodystrophy type 4,/diseases/10937/congenital-generalized-lipodystrophy-type-4
1316,Megacystis microcolon intestinal hypoperistalsis syndrome,/diseases/3442/megacystis-microcolon-intestinal-hypoperistalsis-syndrome
1317,IgA nephropathy,/diseases/863/iga-nephropathy
1318,Beriberi,/diseases/9948/beriberi
1319,Berk-Tabatznik syndrome,/diseases/5109/berk-tabatznik-syndrome
1320,Mucolipidosis type 4,/diseases/94/mucolipidosis-type-4
1321,Horner's syndrome,/diseases/6670/horners-syndrome
1322,Giant platelet syndrome,/diseases/2470/giant-platelet-syndrome
1323,Meralgia paresthetica,/diseases/9417/meralgia-paresthetica
1324,"Berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification",/diseases/8552/berry-aneurysm-cirrhosis-pulmonary-emphysema-and-cerebral-calcification
1325,Best vitelliform macular dystrophy,/diseases/182/best-vitelliform-macular-dystrophy
1326,Best1 retinopathy,/diseases/10301/best1-retinopathy
1327,GM1 gangliosidosis type 1,/diseases/6479/gm1-gangliosidosis-type-1
1328,GM1 gangliosidosis,/diseases/10891/gm1-gangliosidosis
1329,Beta-thalassemia,/diseases/871/beta-thalassemia
1330,Beta-galactosidase-1 deficiency,/diseases/5918/beta-galactosidase-1-deficiency
1331,Mucopolysaccharidosis type VII,/diseases/7096/mucopolysaccharidosis-type-vii
1332,Sandhoff disease,/diseases/7604/sandhoff-disease
1333,HIBCH deficiency,/diseases/13202/hibch-deficiency
1334,"Mannosidosis, beta A, lysosomal",/diseases/869/mannosidosis-beta-a-lysosomal
1335,Beta-Propeller Protein-Associated Neurodegeneration ,/diseases/12570/beta-propeller-protein-associated-neurodegeneration
1336,Limb-girdle muscular dystrophy type 2E,/diseases/3851/limb-girdle-muscular-dystrophy-type-2e
1337,Beta-sarcoglycanopathy,/diseases/870/beta-sarcoglycanopathy
1338,Bethlem myopathy,/diseases/873/bethlem-myopathy
1339,Beukes familial hip dysplasia,/diseases/2690/beukes-familial-hip-dysplasia
1340,Borjeson-Forssman-Lehmann syndrome,/diseases/936/borjeson-forssman-lehmann-syndrome
1341,Myokymia with neonatal epilepsy,/diseases/9765/myokymia-with-neonatal-epilepsy
1342,Bilateral frontoparietal polymicrogyria,/diseases/10784/bilateral-frontoparietal-polymicrogyria
1343,Tetrahydrobiopterin deficiency,/diseases/7751/tetrahydrobiopterin-deficiency
1344,Birt-Hogg-Dube syndrome,/diseases/2322/birt-hogg-dube-syndrome
1345,Bobble-head doll syndrome,/diseases/9731/bobble-head-doll-syndrome
1346,"Renal tubular acidosis, distal, type 3",/diseases/4670/renal-tubular-acidosis-distal-type-3
1347,Bidirectional tachycardia,/diseases/878/bidirectional-tachycardia
1348,Catecholaminergic polymorphic ventricular tachycardia,/diseases/4421/catecholaminergic-polymorphic-ventricular-tachycardia
1349,Posterior column ataxia,/diseases/10044/posterior-column-ataxia
1350,Biemond syndrome,/diseases/971/biemond-syndrome
1351,Biemond syndrome 2,/diseases/882/biemond-syndrome-2
1352,Biemond syndrome type 1,/diseases/881/biemond-syndrome-type-1
1353,Encephalocele,/diseases/6333/encephalocele
1354,Bifid nose,/diseases/884/bifid-nose
1355,Bifid nose with or without anorectal and renal anomalies,/diseases/10595/bifid-nose-with-or-without-anorectal-and-renal-anomalies
1356,Cleft tongue,/diseases/1395/cleft-tongue
1357,D-bifunctional protein deficiency,/diseases/4539/d-bifunctional-protein-deficiency
1358,Gollop Coates syndrome,/diseases/2533/gollop-coates-syndrome
1359,"Brachial amelia, forebrain defects and facial clefts",/diseases/388/brachial-amelia-forebrain-defects-and-facial-clefts
1360,Choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome,/diseases/10041/choanal-atresia-hearing-loss-cardiac-defects-craniofacial-dysmorphism-syndrome
1361,Cryptomicrotia brachydactyly syndrome,/diseases/8174/cryptomicrotia-brachydactyly-syndrome
1362,Bilateral frontal polymicrogyria,/diseases/10783/bilateral-frontal-polymicrogyria
1363,Bilateral generalized polymicrogyria,/diseases/10786/bilateral-generalized-polymicrogyria
1364,Kienbock's disease,/diseases/9690/kienbocks-disease
1365,Ghose Sachdev Kumar syndrome,/diseases/2467/ghose-sachdev-kumar-syndrome
1366,Epilepsy occipital calcifications,/diseases/2166/epilepsy-occipital-calcifications
1367,Bilateral parasagittal parieto-occipital polymicrogyria,/diseases/10785/bilateral-parasagittal-parieto-occipital-polymicrogyria
1368,Bilateral perisylvian polymicrogyria,/diseases/6011/bilateral-perisylvian-polymicrogyria
1369,X-linked periventricular heterotopia,/diseases/7371/x-linked-periventricular-heterotopia
1370,Wilms tumor and radial bilateral aplasia,/diseases/5578/wilms-tumor-and-radial-bilateral-aplasia
1371,Radial defect Robin sequence,/diseases/4624/radial-defect-robin-sequence
1372,Bilateral renal agenesis dominant type,/diseases/885/bilateral-renal-agenesis-dominant-type
1373,Deafness enamel hypoplasia nail defects,/diseases/1687/deafness-enamel-hypoplasia-nail-defects
1374,Primary Familial Brain Calcification,/diseases/6406/primary-familial-brain-calcification
1375,Idiopathic basal ganglia calcification childhood-onset,/diseases/9598/idiopathic-basal-ganglia-calcification-childhood-onset
1376,Kluver Bucy syndrome,/diseases/6840/kluver-bucy-syndrome
1377,Trigger thumb,/diseases/8484/trigger-thumb
1378,Ulna hypoplasia-intellectual disability syndrome,/diseases/5398/ulna-hypoplasia-intellectual-disability-syndrome
1379,Wilms' tumor,/diseases/7892/wilms-tumor
1380,Ring dermoid of cornea,/diseases/9696/ring-dermoid-of-cornea
1381,"Bile acid synthesis defect, congenital, 4",/diseases/10046/bile-acid-synthesis-defect-congenital-4
1382,Bile duct cancer,/diseases/9304/bile-duct-cancer
1383,Bile duct cysts,/diseases/9229/bile-duct-cysts
1384,Brachydactyly with hypertension,/diseases/967/brachydactyly-with-hypertension
1385,Schistosomiasis,/diseases/9687/schistosomiasis
1386,Biliary atresia,/diseases/12010/biliary-atresia
1387,Biliary atresia intrahepatic non syndromic form,/diseases/887/biliary-atresia-intrahepatic-non-syndromic-form
1388,Biliary atresia intrahepatic syndromic form,/diseases/888/biliary-atresia-intrahepatic-syndromic-form
1389,Biliary hypoplasia,/diseases/8383/biliary-hypoplasia
1390,Biliary tract cancer,/diseases/5924/biliary-tract-cancer
1391,Kernicterus,/diseases/6830/kernicterus
1392,Bilirubin induced brain injury in the newborn,/diseases/9243/bilirubin-induced-brain-injury-in-the-newborn
1393,Billet Bear syndrome,/diseases/892/billet-bear-syndrome
1394,Congenital mirror movement disorder,/diseases/12551/congenital-mirror-movement-disorder
1395,"Maxillonasal dysplasia, Binder type",/diseases/6992/maxillonasal-dysplasia-binder-type
1396,Fallot complex with severe mental and growth retardation,/diseases/893/fallot-complex-with-severe-mental-and-growth-retardation
1397,Binswanger's disease,/diseases/5925/binswangers-disease
1398,Kowarski syndrome,/diseases/408/kowarski-syndrome
1399,Biotinidase deficiency,/diseases/894/biotinidase-deficiency
1400,Bipolar disorder,/diseases/10249/bipolar-disorder
1401,Seckel syndrome,/diseases/8562/seckel-syndrome
1402,Seckel like syndrome Majoor-Krakauer type,/diseases/4781/seckel-like-syndrome-majoor-krakauer-type
1403,"Microcephalic primordial dwarfism, Montreal type",/diseases/895/microcephalic-primordial-dwarfism-montreal-type
1404,Birdshot chorioretinopathy,/diseases/5926/birdshot-chorioretinopathy
1405,Birk-Barel syndrome,/diseases/10358/birk-barel-syndrome
1406,Focal facial dermal dysplasia,/diseases/8416/focal-facial-dermal-dysplasia
1407,Facial ectodermal dysplasia,/diseases/121/facial-ectodermal-dysplasia
1408,Bixler Christian Gorlin syndrome,/diseases/897/bixler-christian-gorlin-syndrome
1409,Bizzare parosteal osteochondromatous proliferation,/diseases/10347/bizzare-parosteal-osteochondromatous-proliferation
1410,Bjornstad syndrome,/diseases/22/bjornstad-syndrome
1411,Familial atypical multiple mole melanoma syndrome,/diseases/9281/familial-atypical-multiple-mole-melanoma-syndrome
1412,BK-virus nephropathy,/diseases/10470/bk-virus-nephropathy
1413,Burkitt lymphoma,/diseases/5973/burkitt-lymphoma
1414,Black hairy tongue,/diseases/6561/black-hairy-tongue
1415,Coal worker's pneumoconiosis,/diseases/8356/coal-workers-pneumoconiosis
1416,Bladder cancer,/diseases/12210/bladder-cancer
1417,"Bladder cancer, childhood",/diseases/9305/bladder-cancer-childhood
1418,Exstrophy of the bladder,/diseases/6398/exstrophy-of-the-bladder
1419,Interstitial cystitis,/diseases/6787/interstitial-cystitis
1420,Linear lichen planus,/diseases/11898/linear-lichen-planus
1421,Blastic plasmacytoid dendritic cell,/diseases/10556/blastic-plasmacytoid-dendritic-cell
1422,Blastomycosis,/diseases/5931/blastomycosis
1423,Primary release disorder of platelets,/diseases/10357/primary-release-disorder-of-platelets
1424,Blepharo naso facial syndrome Van maldergem type,/diseases/902/blepharo-naso-facial-syndrome-van-maldergem-type
1425,Hypotelorism cleft palate hypospadias,/diseases/2930/hypotelorism-cleft-palate-hypospadias
1426,Blepharonasofacial malformation syndrome,/diseases/4238/blepharonasofacial-malformation-syndrome
1427,Blepharophimosis,/diseases/5932/blepharophimosis
1428,"Blepharophimosis with ptosis, syndactyly, and short stature",/diseases/905/blepharophimosis-with-ptosis-syndactyly-and-short-stature
1429,Blepharophimosis intellectual disability syndromes,/diseases/10892/blepharophimosis-intellectual-disability-syndromes
1430,Jorgenson Lenz syndrome,/diseases/3057/jorgenson-lenz-syndrome
1431,"Blepharophimosis, ptosis, and epicanthus inversus syndrome type 1",/diseases/23/blepharophimosis-ptosis-and-epicanthus-inversus-syndrome-type-1
1432,"Blepharophimosis, ptosis, and epicanthus inversus syndrome type 2",/diseases/10213/blepharophimosis-ptosis-and-epicanthus-inversus-syndrome-type-2
1433,Marden Walker like syndrome,/diseases/3382/marden-walker-like-syndrome
1434,Blepharoptosis myopia ectopia lentis,/diseases/912/blepharoptosis-myopia-ectopia-lentis
1435,Meige syndrome,/diseases/7008/meige-syndrome
1436,Bloom syndrome,/diseases/915/bloom-syndrome
1437,Incontinentia pigmenti,/diseases/6778/incontinentia-pigmenti
1438,Chondrodysplasia Blomstrand type,/diseases/914/chondrodysplasia-blomstrand-type
1439,Blount disease,/diseases/916/blount-disease
1440,Brain-lung-thyroid syndrome,/diseases/12163/brain-lung-thyroid-syndrome
1441,Blue diaper syndrome,/diseases/5939/blue-diaper-syndrome
1442,Inherited bone marrow failure syndromes,/diseases/9853/inherited-bone-marrow-failure-syndromes
1443,Burning mouth syndrome,/diseases/5974/burning-mouth-syndrome
1444,Burning mouth syndrome type 3,/diseases/8558/burning-mouth-syndrome-type-3
1445,Branchiootic syndrome,/diseases/10148/branchiootic-syndrome
1446,Genuine diffuse phlebectasia,/diseases/13063/genuine-diffuse-phlebectasia
1447,BOD syndrome,/diseases/918/bod-syndrome
1448,Odontoma dysphagia syndrome,/diseases/238/odontoma-dysphagia-syndrome
1449,Boerhaave syndrome,/diseases/9261/boerhaave-syndrome
1450,Branchiooculofacial syndrome,/diseases/3212/branchiooculofacial-syndrome
1451,Bohring-Opitz syndrome,/diseases/10140/bohring-opitz-syndrome
1452,Bone dysplasia Azouz type,/diseases/920/bone-dysplasia-azouz-type
1453,Bone dysplasia corpus callosum agenesis,/diseases/921/bone-dysplasia-corpus-callosum-agenesis
1454,Bone dysplasia lethal Holmgren type,/diseases/922/bone-dysplasia-lethal-holmgren-type
1455,Bone dysplasia Moore type,/diseases/923/bone-dysplasia-moore-type
1456,Cole Carpenter syndrome,/diseases/1425/cole-carpenter-syndrome
1457,Bone marrow necrosis,/diseases/10724/bone-marrow-necrosis
1458,Hyperferritinemia cataract syndrome,/diseases/2806/hyperferritinemia-cataract-syndrome
1459,Encephalopathy intracranial calcification growth hormone deficiency microcephaly retinal degeneration,/diseases/2113/encephalopathy-intracranial-calcification-growth-hormone-deficiency-microcephaly-retinal-degeneration
1460,Porencephaly cerebellar hypoplasia internal malformations,/diseases/4437/porencephaly-cerebellar-hypoplasia-internal-malformations
1461,Turner syndrome,/diseases/7831/turner-syndrome
1462,Book syndrome,/diseases/932/book-syndrome
1463,Boomerang dysplasia,/diseases/933/boomerang-dysplasia
1464,Bronchiolitis obliterans organizing pneumonia,/diseases/5961/bronchiolitis-obliterans-organizing-pneumonia
1465,Branchiootorenal syndrome,/diseases/10147/branchiootorenal-syndrome
1466,Whooping cough,/diseases/8692/whooping-cough
1467,BOR-Duane hydrocephalus contiguous gene syndrome,/diseases/10002/bor-duane-hydrocephalus-contiguous-gene-syndrome
1468,Bork Stender Schmidt syndrome,/diseases/938/bork-stender-schmidt-syndrome
1469,Lyme disease,/diseases/12073/lyme-disease
1470,Borrone Di Rocco Crovato syndrome,/diseases/939/borrone-di-rocco-crovato-syndrome
1471,Buschke Ollendorff syndrome,/diseases/1044/buschke-ollendorff-syndrome
1472,Bothriocephalosis,/diseases/942/bothriocephalosis
1473,Rhabdomyosarcoma embryonal,/diseases/4702/rhabdomyosarcoma-embryonal
1474,Botulism,/diseases/943/botulism
1475,Boudhina Yedes Khiari syndrome,/diseases/945/boudhina-yedes-khiari-syndrome
1476,Bourneville syndrome,/diseases/946/bourneville-syndrome
1477,Mental retardation short stature microcephaly eye,/diseases/3515/mental-retardation-short-stature-microcephaly-eye
1478,Bow hunter's stroke,/diseases/10952/bow-hunters-stroke
1479,Chitty Hall Webb syndrome,/diseases/1277/chitty-hall-webb-syndrome
1480,Bowen-Conradi syndrome,/diseases/5950/bowen-conradi-syndrome
1481,Bowenoid papulosis,/diseases/5951/bowenoid-papulosis
1482,Bowen's disease,/diseases/5948/bowens-disease
1483,"Bowing of legs, anterior with dwarfism",/diseases/5232/bowing-of-legs-anterior-with-dwarfism
1484,Bowing of long bones congenital,/diseases/953/bowing-of-long-bones-congenital
1485,Fuhrmann syndrome,/diseases/2410/fuhrmann-syndrome
1486,Kyphomelic dysplasia,/diseases/10149/kyphomelic-dysplasia
1487,Boylan Dew Greco syndrome,/diseases/954/boylan-dew-greco-syndrome
1488,Bronchopulmonary dysplasia,/diseases/5962/bronchopulmonary-dysplasia
1489,Brachioskeletogenital syndrome,/diseases/955/brachioskeletogenital-syndrome
1490,Cornelia de Lange syndrome,/diseases/10109/cornelia-de-lange-syndrome
1491,Brachycephalofrontonasal dysplasia,/diseases/957/brachycephalofrontonasal-dysplasia
1492,Fine-Lubinsky syndrome,/diseases/958/fine-lubinsky-syndrome
1493,Brachydactylous dwarfism Mseleni type,/diseases/960/brachydactylous-dwarfism-mseleni-type
1494,Brachydactyly,/diseases/11913/brachydactyly
1495,Brachydactyly absence of distal phalanges,/diseases/961/brachydactyly-absence-of-distal-phalanges
1496,"Heart-hand syndrome, Spanish type",/diseases/2614/heart-hand-syndrome-spanish-type
1497,Brachydactyly anonychia,/diseases/962/brachydactyly-anonychia
1498,Brachydactyly elbow wrist dysplasia,/diseases/966/brachydactyly-elbow-wrist-dysplasia
1499,Brachydactyly long thumb type,/diseases/968/brachydactyly-long-thumb-type
1500,Brachydactyly-mesomelia-intellectual disability-heart defects syndrome,/diseases/5036/brachydactyly-mesomelia-intellectual-disability-heart-defects-syndrome
1501,Brachydactyly Mononen type,/diseases/4886/brachydactyly-mononen-type
1502,Sugarman brachydactyly,/diseases/5058/sugarman-brachydactyly
1503,Brachydactyly preaxial with hallux varus and thumb abduction,/diseases/972/brachydactyly-preaxial-with-hallux-varus-and-thumb-abduction
1504,Brachydactyly small stature face anomalies,/diseases/974/brachydactyly-small-stature-face-anomalies
1505,Brachydactyly type A7,/diseases/984/brachydactyly-type-a7
1506,Brachydactyly tibial hypoplasia,/diseases/977/brachydactyly-tibial-hypoplasia
1507,Brachydactyly type B,/diseases/985/brachydactyly-type-b
1508,Brachydactyly type E,/diseases/987/brachydactyly-type-e
1509,Cleidorhizomelic syndrome,/diseases/5532/cleidorhizomelic-syndrome
1510,Sillence syndrome,/diseases/4869/sillence-syndrome
1511,Fibular aplasia ectrodactyly,/diseases/2331/fibular-aplasia-ectrodactyly
1512,Microcephalic osteodysplastic primordial dwarfism type 1,/diseases/5120/microcephalic-osteodysplastic-primordial-dwarfism-type-1
1513,Brachymesomelia renal syndrome,/diseases/988/brachymesomelia-renal-syndrome
1514,Langer Nishino Yamaguchi syndrome,/diseases/3174/langer-nishino-yamaguchi-syndrome
1515,Brachymesophalangy type 2,/diseases/989/brachymesophalangy-type-2
1516,Brachymetapody anodontia hypotrichosis albinoidism,/diseases/992/brachymetapody-anodontia-hypotrichosis-albinoidism
1517,Brachyolmia,/diseases/10903/brachyolmia
1518,Spondyloepiphyseal dysplasia Maroteaux type,/diseases/994/spondyloepiphyseal-dysplasia-maroteaux-type
1519,"Brachyphalangy, polydactyly, and tibial aplasia/hypoplasia",/diseases/9893/brachyphalangy-polydactyly-and-tibial-aplasiahypoplasia
1520,Pure autonomic failure,/diseases/10428/pure-autonomic-failure
1521,Thrombocytopenia Robin sequence,/diseases/5193/thrombocytopenia-robin-sequence
1522,Braddock Jones Superneau syndrome,/diseases/998/braddock-jones-superneau-syndrome
1523,Dandy-Walker malformation with sagittal craniosynostosis and hydrocephalus,/diseases/1592/dandy-walker-malformation-with-sagittal-craniosynostosis-and-hydrocephalus
1524,Bradyopsia,/diseases/12299/bradyopsia
1525,Brain stem cancer,/diseases/8244/brain-stem-cancer
1526,"Brain tumor, adult",/diseases/9307/brain-tumor-adult
1527,"Brain tumor, childhood",/diseases/9310/brain-tumor-childhood
1528,Turcot syndrome,/diseases/420/turcot-syndrome
1529,Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy,/diseases/9921/polycystic-lipomembranous-osteodysplasia-with-sclerosing-leukoencephalopathy
1530,Branchial arch defects,/diseases/1001/branchial-arch-defects
1531,Branchial arch syndrome X-linked,/diseases/1002/branchial-arch-syndrome-x-linked
1532,Lambert syndrome,/diseases/3169/lambert-syndrome
1533,Dentinogenesis imperfecta type 3,/diseases/10144/dentinogenesis-imperfecta-type-3
1534,Punctate palmoplantar keratoderma type I,/diseases/3103/punctate-palmoplantar-keratoderma-type-i
1535,Pemphigus and fogo selvagem,/diseases/7353/pemphigus-and-fogo-selvagem
1536,BRCA1 hereditary breast and ovarian cancer syndrome,/diseases/12351/brca1-hereditary-breast-and-ovarian-cancer-syndrome
1537,BRCA2 hereditary breast and ovarian cancer syndrome,/diseases/12352/brca2-hereditary-breast-and-ovarian-cancer-syndrome
1538,"Breast cancer, male",/diseases/9312/breast-cancer-male
1539,"Breast cancer, childhood",/diseases/9311/breast-cancer-childhood
1540,Familial breast cancer,/diseases/10415/familial-breast-cancer
1541,Inflammatory breast cancer,/diseases/6784/inflammatory-breast-cancer
1542,Brenner tumor of ovary,/diseases/9397/brenner-tumor-of-ovary
1543,Brenner tumor of the vagina,/diseases/10006/brenner-tumor-of-the-vagina
1544,Glomerulonephritis,/diseases/6516/glomerulonephritis
1545,Typhus,/diseases/7833/typhus
1546,Osteogenesis imperfecta,/diseases/1017/osteogenesis-imperfecta
1547,Brittle bone syndrome lethal type,/diseases/1018/brittle-bone-syndrome-lethal-type
1548,Brittle cornea syndrome,/diseases/1019/brittle-cornea-syndrome
1549,Brittle diabetes,/diseases/11900/brittle-diabetes
1550,Trichothiodystrophy ,/diseases/12109/trichothiodystrophy
1551,Bruck syndrome 1,/diseases/1029/bruck-syndrome-1
1552,Bruck syndrome 2,/diseases/10023/bruck-syndrome-2
1553,Hyperlipidemia type 3,/diseases/6703/hyperlipidemia-type-3
1554,Pachygyria,/diseases/7300/pachygyria
1555,Rubinstein Taybi like syndrome,/diseases/4745/rubinstein-taybi-like-syndrome
1556,Rubinstein-Taybi syndrome,/diseases/7593/rubinstein-taybi-syndrome
1557,Pseudopelade of Brocq,/diseases/4536/pseudopelade-of-brocq
1558,Dermatitis herpetiformis ,/diseases/1917/dermatitis-herpetiformis
1559,Macrothrombocytopenia progressive deafness,/diseases/179/macrothrombocytopenia-progressive-deafness
1560,Brody myopathy,/diseases/9158/brody-myopathy
1561,Bronchial adenomas/carcinoids childhood,/diseases/9313/bronchial-adenomascarcinoids-childhood
1562,Bronchiectasis oligospermia,/diseases/1023/bronchiectasis-oligospermia
1563,Bronchiolitis obliterans,/diseases/9551/bronchiolitis-obliterans
1564,Bronchogenic cyst,/diseases/1025/bronchogenic-cyst
1565,Multiple familial trichoepithelioma,/diseases/10867/multiple-familial-trichoepithelioma
1566,Brooks Wisniewski Brown syndrome,/diseases/5610/brooks-wisniewski-brown-syndrome
1567,Brown syndrome,/diseases/5963/brown-syndrome
1568,Brown-Sequard syndrome,/diseases/5964/brown-sequard-syndrome
1569,Riboflavin transporter deficiency,/diseases/9993/riboflavin-transporter-deficiency
1570,Brucellosis,/diseases/5966/brucellosis
1571,Brugada syndrome,/diseases/1030/brugada-syndrome
1572,Brugada syndrome 3,/diseases/10361/brugada-syndrome-3
1573,Brugada syndrome 4,/diseases/10362/brugada-syndrome-4
1574,Monoamine oxidase A deficiency,/diseases/3531/monoamine-oxidase-a-deficiency
1575,Feingold syndrome,/diseases/8407/feingold-syndrome
1576,Brunsting-Perry syndrome,/diseases/10454/brunsting-perry-syndrome
1577,Bruyn Scheltens syndrome,/diseases/1034/bruyn-scheltens-syndrome
1578,Bubonic plague,/diseases/183/bubonic-plague
1579,Buruli ulcer,/diseases/9520/buruli-ulcer
1580,Budd-Chiari syndrome,/diseases/5968/budd-chiari-syndrome
1581,Buerger disease,/diseases/5969/buerger-disease
1582,Kennedy disease,/diseases/6818/kennedy-disease
1583,Taurodontism,/diseases/5119/taurodontism
1584,Simpson-Golabi-Behmel syndrome,/diseases/7649/simpson-golabi-behmel-syndrome
1585,Kindler syndrome,/diseases/4391/kindler-syndrome
1586,Wells syndrome,/diseases/329/wells-syndrome
1587,Bullous dystrophy hereditary macular type,/diseases/1038/bullous-dystrophy-hereditary-macular-type
1588,Papular urticaria,/diseases/7322/papular-urticaria
1589,Ichthyosis bullosa of Siemens,/diseases/2966/ichthyosis-bullosa-of-siemens
1590,Familial lipoprotein lipase deficiency,/diseases/12241/familial-lipoprotein-lipase-deficiency
1591,Glanders,/diseases/9536/glanders
1592,Burn Goodship syndrome,/diseases/1041/burn-goodship-syndrome
1593,Burnett Schwartz Berberian syndrome,/diseases/1042/burnett-schwartz-berberian-syndrome
1594,Kniest-like dysplasia with pursed lips and ectopia lentis,/diseases/10512/kniest-like-dysplasia-with-pursed-lips-and-ectopia-lentis
1595,Buschke Lowenstein tumor,/diseases/9663/buschke-lowenstein-tumor
1596,Scleredema,/diseases/5975/scleredema
1597,Patterned dystrophy of retinal pigment epithelium,/diseases/9821/patterned-dystrophy-of-retinal-pigment-epithelium
1598,Limb deficiencies distal with micrognathia,/diseases/3252/limb-deficiencies-distal-with-micrognathia
1599,FBXL4-related encephalomyopathic mitochondrial DNA depletion syndrome,/diseases/13298/fbxl4-related-encephalomyopathic-mitochondrial-dna-depletion-syndrome
1600,Progressive familial intrahepatic cholestasis 1,/diseases/9802/progressive-familial-intrahepatic-cholestasis-1
1601,Byssinosis,/diseases/5976/byssinosis
1602,C syndrome,/diseases/5978/c-syndrome
1603,Clostridium perfringens infection,/diseases/11970/clostridium-perfringens-infection
1604,Clostridium sordellii infection,/diseases/9771/clostridium-sordellii-infection
1605,C1q deficiency,/diseases/12958/c1q-deficiency
1606,C1q nephropathy,/diseases/12136/c1q-nephropathy
1607,Leiner disease,/diseases/6878/leiner-disease
1608,Complement component 8 deficiency type 1,/diseases/10626/complement-component-8-deficiency-type-1
1609,Complement component 8 deficiency type 2,/diseases/10625/complement-component-8-deficiency-type-2
1610,Hereditary cerebral hemorrhage with amyloidosis,/diseases/10266/hereditary-cerebral-hemorrhage-with-amyloidosis
1611,Cabezas syndrome,/diseases/13244/cabezas-syndrome
1612,Medullary sponge kidney,/diseases/232/medullary-sponge-kidney
1613,Leukoencephalopathy with vanishing white matter,/diseases/231/leukoencephalopathy-with-vanishing-white-matter
1614,CADASIL,/diseases/1049/cadasil
1615,"Deafness, dystonia, and cerebral hypomyelination ",/diseases/12472/deafness-dystonia-and-cerebral-hypomyelination
1616,Hyperphenylalaninemia due to dehydratase deficiency,/diseases/2843/hyperphenylalaninemia-due-to-dehydratase-deficiency
1617,Chronic active Epstein-Barr virus infection,/diseases/9534/chronic-active-epstein-barr-virus-infection
1618,"Cafe au lait spots, multiple",/diseases/1050/cafe-au-lait-spots-multiple
1619,Watson syndrome,/diseases/5540/watson-syndrome
1620,Caffey disease,/diseases/1051/caffey-disease
1621,Congenital adrenal hyperplasia,/diseases/1467/congenital-adrenal-hyperplasia
1622,CAID syndrome,/diseases/12281/caid-syndrome
1623,Calabro syndrome,/diseases/8584/calabro-syndrome
1624,"Synostoses, tarsal, carpal, and digital",/diseases/9863/synostoses-tarsal-carpal-and-digital
1625,Calcifying Epithelial Odontogenic Tumor,/diseases/6256/calcifying-epithelial-odontogenic-tumor
1626,Pilomatrixoma,/diseases/9452/pilomatrixoma
1627,CREST syndrome,/diseases/12430/crest-syndrome
1628,Calciphylaxis,/diseases/5980/calciphylaxis
1629,Chondrocalcinosis 2,/diseases/1292/chondrocalcinosis-2
1630,Hair defect-photosensitivity-intellectual disability syndrome,/diseases/2582/hair-defect-photosensitivity-intellectual-disability-syndrome
1631,California encephalitis,/diseases/10820/california-encephalitis
1632,La Crosse encephalitis,/diseases/10925/la-crosse-encephalitis
1633,Calloso-genital dysplasia,/diseases/1055/calloso-genital-dysplasia
1634,Limb-girdle muscular dystrophy type 2A,/diseases/1057/limb-girdle-muscular-dystrophy-type-2a
1635,Calvarial hyperostosis,/diseases/1058/calvarial-hyperostosis
1636,Genoa syndrome,/diseases/2454/genoa-syndrome
1637,Camera Marugo Cohen syndrome,/diseases/8413/camera-marugo-cohen-syndrome
1638,Cataract-microcephaly-failure to thrive-kyphoscoliosis,/diseases/1060/cataract-microcephaly-failure-to-thrive-kyphoscoliosis
1639,Spinocerebellar ataxia autosomal recessive 5,/diseases/9977/spinocerebellar-ataxia-autosomal-recessive-5
1640,Campomelia Cumming type,/diseases/1061/campomelia-cumming-type
