,Name,URLS
754,Primary agammaglobulinemia,/diseases/7455/primary-agammaglobulinemia
755,Hypocomplementemic urticarial vasculitis,/diseases/6725/hypocomplementemic-urticarial-vasculitis
756,Antigen-peptide-transporter 2 deficiency,/diseases/732/antigen-peptide-transporter-2-deficiency
757,Goodpasture syndrome,/diseases/2551/goodpasture-syndrome
758,Anti-HLA hyperimmunization,/diseases/730/anti-hla-hyperimmunization
759,Necrotizing autoimmune myopathy,/diseases/13307/necrotizing-autoimmune-myopathy
760,Antisynthetase syndrome,/diseases/735/antisynthetase-syndrome
761,Antiphospholipid syndrome,/diseases/5824/antiphospholipid-syndrome
762,Anti-PIT-1 antibody syndrome,/diseases/13457/anti-pit-1-antibody-syndrome
763,Pyridoxine-dependent epilepsy,/diseases/9298/pyridoxine-dependent-epilepsy
764,Hereditary antithrombin deficiency type 2,/diseases/10182/hereditary-antithrombin-deficiency-type-2
765,Hereditary antithrombin deficiency,/diseases/6148/hereditary-antithrombin-deficiency
766,Antley Bixler syndrome,/diseases/5826/antley-bixler-syndrome
767,Anton's syndrome,/diseases/8460/antons-syndrome
768,Bell's palsy,/diseases/5906/bells-palsy
769,Danon disease,/diseases/9730/danon-disease
770,Townes-Brocks syndrome,/diseases/7784/townes-brocks-syndrome
771,Atelosteogenesis type 2,/diseases/8329/atelosteogenesis-type-2
772,Atelosteogenesis type 3,/diseases/10608/atelosteogenesis-type-3
773,Ataxia-oculomotor apraxia type 1,/diseases/9283/ataxia-oculomotor-apraxia-type-1
774,Spinocerebellar ataxia with axonal neuropathy type 2,/diseases/12860/spinocerebellar-ataxia-with-axonal-neuropathy-type-2
775,Ataxia-oculomotor apraxia type 4,/diseases/13111/ataxia-oculomotor-apraxia-type-4
776,Infantile apnea,/diseases/6779/infantile-apnea
777,Atelosteogenesis type 1,/diseases/9287/atelosteogenesis-type-1
778,Stickler syndrome type 1,/diseases/5018/stickler-syndrome-type-1
779,Aorta-pulmonary artery fistula,/diseases/738/aorta-pulmonary-artery-fistula
780,Loeys-Dietz syndrome,/diseases/10788/loeys-dietz-syndrome
781,Aortic arch anomaly - peculiar facies - intellectual disability,/diseases/739/aortic-arch-anomaly---peculiar-facies---intellectual-disability
782,Aortic arches defect,/diseases/741/aortic-arches-defect
783,Aortic arch interruption,/diseases/740/aortic-arch-interruption
784,Takayasu arteritis,/diseases/7730/takayasu-arteritis
785,Aortic coarctation,/diseases/5828/aortic-coarctation
786,Aortic dissection lentiginosis,/diseases/742/aortic-dissection-lentiginosis
787,Aortic valve stenosis,/diseases/5830/aortic-valve-stenosis
788,Supravalvular aortic stenosis,/diseases/743/supravalvular-aortic-stenosis
789,Aortic valves stenosis of the child,/diseases/744/aortic-valves-stenosis-of-the-child
790,Aortopulmonary window,/diseases/745/aortopulmonary-window
791,Spastic paraplegia 51,/diseases/10999/spastic-paraplegia-51
792,Factor V Leiden thrombophilia,/diseases/6403/factor-v-leiden-thrombophilia
793,Autoimmune progesterone dermatitis,/diseases/9139/autoimmune-progesterone-dermatitis
794,Maroteaux Fonfria syndrome,/diseases/3397/maroteaux-fonfria-syndrome
795,Congenital primary aphakia,/diseases/9952/congenital-primary-aphakia
796,Aphalangia partial with syndactyly and duplication of metatarsal IV,/diseases/748/aphalangia-partial-with-syndactyly-and-duplication-of-metatarsal-iv
797,Johnson Munson syndrome,/diseases/3051/johnson-munson-syndrome
798,Primary progressive aphasia,/diseases/8541/primary-progressive-aphasia
799,Aphthous stomatitis,/diseases/5834/aphthous-stomatitis
800,Sutton disease 2,/diseases/7714/sutton-disease-2
801,Coloboma of macula with type B brachydactyly,/diseases/1437/coloboma-of-macula-with-type-b-brachydactyly
802,Barraquer-Simons syndrome,/diseases/10509/barraquer-simons-syndrome
803,Jones Hersh Yusk syndrome,/diseases/3055/jones-hersh-yusk-syndrome
804,Aplasia cutis congenita,/diseases/5835/aplasia-cutis-congenita
805,Aplasia cutis congenita of limbs recessive,/diseases/754/aplasia-cutis-congenita-of-limbs-recessive
806,Oculoectodermal syndrome,/diseases/10366/oculoectodermal-syndrome
807,Epidermolysis bullosa,/diseases/6359/epidermolysis-bullosa
808,Aplasia cutis myopia,/diseases/756/aplasia-cutis-myopia
809,Limb-body wall complex,/diseases/3251/limb-body-wall-complex
810,Cleft hand absent tibia,/diseases/1369/cleft-hand-absent-tibia
811,Trochlea of the humerus aplasia of,/diseases/2750/trochlea-of-the-humerus-aplasia-of
812,Pseudocholinesterase deficiency,/diseases/7482/pseudocholinesterase-deficiency
813,Apo A-I deficiency,/diseases/758/apo-a-i-deficiency
814,Apolipoprotein C-II deficiency,/diseases/759/apolipoprotein-c-ii-deficiency
815,Apocrine carcinoma,/diseases/12138/apocrine-carcinoma
816,Fox-Fordyce disease,/diseases/6462/fox-fordyce-disease
817,Roberts syndrome,/diseases/7387/roberts-syndrome
818,Jejunal atresia,/diseases/6799/jejunal-atresia
819,Atresia of small intestine,/diseases/140/atresia-of-small-intestine
820,Apraxia,/diseases/5838/apraxia
821,Intellectual disability-developmental delay-contractures syndrome,/diseases/7890/intellectual-disability-developmental-delay-contractures-syndrome
822,XK aprosencephaly,/diseases/424/xk-aprosencephaly
823,Dihydroxyadeninuria,/diseases/10666/dihydroxyadeninuria
824,Autoimmune polyglandular syndrome type 1,/diseases/8466/autoimmune-polyglandular-syndrome-type-1
825,Autoimmune polyglandular syndrome type 2,/diseases/7611/autoimmune-polyglandular-syndrome-type-2
826,Autoimmune polyglandular syndrome type 3,/diseases/10980/autoimmune-polyglandular-syndrome-type-3
827,Aquagenic syringeal acrokeratoderm,/diseases/12991/aquagenic-syringeal-acrokeratoderm
828,Aquagenic pruritus,/diseases/10278/aquagenic-pruritus
829,Aquagenic urticaria,/diseases/10901/aquagenic-urticaria
830,Hydrocephalus due to congenital stenosis of aqueduct of sylvius,/diseases/434/hydrocephalus-due-to-congenital-stenosis-of-aqueduct-of-sylvius
831,Renal tubular acidosis with deafness,/diseases/4666/renal-tubular-acidosis-with-deafness
832,Autosomal recessive hyper IgE syndrome,/diseases/2816/autosomal-recessive-hyper-ige-syndrome
833,"Arachindonic acid, absence of",/diseases/8379/arachindonic-acid-absence-of
834,Arachnodactyly - intellectual disability - dysmorphism,/diseases/764/arachnodactyly---intellectual-disability---dysmorphism
835,Kosztolanyi syndrome,/diseases/381/kosztolanyi-syndrome
836,Congenital contractural arachnodactyly,/diseases/5899/congenital-contractural-arachnodactyly
837,Jaffer Beighton syndrome,/diseases/3040/jaffer-beighton-syndrome
838,Arachnoid cysts,/diseases/17/arachnoid-cysts
839,Spinal intradural arachnoid cysts,/diseases/9701/spinal-intradural-arachnoid-cysts
840,Arachnoiditis,/diseases/5839/arachnoiditis
841,Glutamate formiminotransferase deficiency,/diseases/9279/glutamate-formiminotransferase-deficiency
842,Autosomal recessive axonal neuropathy with neuromyotonia,/diseases/12353/autosomal-recessive-axonal-neuropathy-with-neuromyotonia
843,Arbovirosis,/diseases/432/arbovirosis
844,Chikungunya,/diseases/6038/chikungunya
845,Arthrogryposis renal dysfunction cholestasis syndrome,/diseases/794/arthrogryposis-renal-dysfunction-cholestasis-syndrome
846,Spinocerebellar ataxia autosomal recessive 8,/diseases/12234/spinocerebellar-ataxia-autosomal-recessive-8
847,Autosomal recessive spinocerebellar ataxia 9,/diseases/10294/autosomal-recessive-spinocerebellar-ataxia-9
848,"Cutis laxa, autosomal recessive type 2A",/diseases/1638/cutis-laxa-autosomal-recessive-type-2a
849,Charcot-Marie-Tooth disease type 4,/diseases/12440/charcot-marie-tooth-disease-type-4
850,Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,/diseases/12448/autosomal-recessive-charcot-marie-tooth-disease-with-hoarseness
851,Autosomal recessive centronuclear myopathy,/diseases/12718/autosomal-recessive-centronuclear-myopathy
852,Arena syndrome,/diseases/9223/arena-syndrome
853,Arginase deficiency,/diseases/5840/arginase-deficiency
854,Argininosuccinic aciduria,/diseases/5843/argininosuccinic-aciduria
855,Citrullinemia type I,/diseases/6114/citrullinemia-type-i
856,Visceral neuropathy familial,/diseases/3969/visceral-neuropathy-familial
857,Arhinia choanal atresia microphthalmia,/diseases/8755/arhinia-choanal-atresia-microphthalmia
858,"Ichthyosis with hypotrichosis, autosomal recessive",/diseases/10116/ichthyosis-with-hypotrichosis-autosomal-recessive
859,Joubert syndrome with oculorenal anomalies,/diseases/9455/joubert-syndrome-with-oculorenal-anomalies
860,Scleromyxedema,/diseases/7615/scleromyxedema
861,Chiari malformation,/diseases/5845/chiari-malformation
862,Chiari malformation type 1,/diseases/9230/chiari-malformation-type-1
863,Chiari malformation type 2,/diseases/9232/chiari-malformation-type-2
864,Chiari malformation type 3,/diseases/9233/chiari-malformation-type-3
865,Chiari malformation type 4,/diseases/9234/chiari-malformation-type-4
866,Arnold Stickler Bourne syndrome,/diseases/366/arnold-stickler-bourne-syndrome
867,Aromatase deficiency,/diseases/365/aromatase-deficiency
868,"Progressive external ophthalmoplegia, autosomal recessive 1 ",/diseases/1191/progressive-external-ophthalmoplegia-autosomal-recessive-1
869,Autosomal recessive polycystic kidney disease,/diseases/8378/autosomal-recessive-polycystic-kidney-disease
870,Spermatogenesis arrest,/diseases/8530/spermatogenesis-arrest
871,Arrhinia,/diseases/364/arrhinia
872,Arrhythmogenic right ventricular dysplasia,/diseases/5847/arrhythmogenic-right-ventricular-dysplasia
873,Arroyo Garcia Cimadevilla syndrome,/diseases/771/arroyo-garcia-cimadevilla-syndrome
874,Metachromatic leukodystrophy,/diseases/3230/metachromatic-leukodystrophy
875,Spastic ataxia Charlevoix-Saguenay type,/diseases/4910/spastic-ataxia-charlevoix-saguenay-type
876,Mucopolysaccharidosis type VI,/diseases/7095/mucopolysaccharidosis-type-vi
877,Arterial calcification of infancy,/diseases/8380/arterial-calcification-of-infancy
878,Arterial tortuosity syndrome,/diseases/774/arterial-tortuosity-syndrome
879,Superior mesenteric artery syndrome,/diseases/7712/superior-mesenteric-artery-syndrome
880,"Retinopathy, arteriosclerotic",/diseases/113/retinopathy-arteriosclerotic
881,Wyburn Mason's syndrome,/diseases/7900/wyburn-masons-syndrome
882,Pulmonary arteriovenous malformation,/diseases/9777/pulmonary-arteriovenous-malformation
883,Giant cell arteritis,/diseases/9615/giant-cell-arteritis
884,Distal arthrogryposis type 5,/diseases/4047/distal-arthrogryposis-type-5
885,Juvenile idiopathic arthritis,/diseases/3067/juvenile-idiopathic-arthritis
886,Arthrogryposis multiplex congenita,/diseases/777/arthrogryposis-multiplex-congenita
887,Stoll Alembik Finck syndrome,/diseases/5029/stoll-alembik-finck-syndrome
888,Freeman Sheldon syndrome,/diseases/6466/freeman-sheldon-syndrome
889,Gordon syndrome,/diseases/2553/gordon-syndrome
890,Trismus-pseudocamptodactyly syndrome,/diseases/2621/trismus-pseudocamptodactyly-syndrome
891,Arthrogryposis due to muscular dystrophy,/diseases/779/arthrogryposis-due-to-muscular-dystrophy
892,Arthrogryposis epileptic seizures migrational brain disorder,/diseases/781/arthrogryposis-epileptic-seizures-migrational-brain-disorder
893,Arthrogryposis IUGR thoracic dystrophy,/diseases/782/arthrogryposis-iugr-thoracic-dystrophy
894,Arthrogryposis like disorder,/diseases/783/arthrogryposis-like-disorder
895,Massa Casaer Ceulemans syndrome,/diseases/3407/massa-casaer-ceulemans-syndrome
896,Arthrogryposis multiplex congenita CNS calcification,/diseases/785/arthrogryposis-multiplex-congenita-cns-calcification
897,Distal arthrogryposis,/diseases/786/distal-arthrogryposis
898,Sheldon-Hall syndrome,/diseases/9909/sheldon-hall-syndrome
899,"Escobar syndrome, type B",/diseases/9498/escobar-syndrome-type-b
900,Arthrogryposis multiplex congenita pulmonary hypoplasia,/diseases/791/arthrogryposis-multiplex-congenita-pulmonary-hypoplasia
901,Arthrogryposis multiplex congenita whistling face,/diseases/792/arthrogryposis-multiplex-congenita-whistling-face
902,Fetal akinesia deformation sequence,/diseases/9634/fetal-akinesia-deformation-sequence
903,"Arthrogryposis multiplex with deafness, inguinal hernias, and early death",/diseases/9946/arthrogryposis-multiplex-with-deafness-inguinal-hernias-and-early-death
904,Arthrogryposis spinal muscular atrophy,/diseases/795/arthrogryposis-spinal-muscular-atrophy
905,Johnston Aarons Schelley syndrome,/diseases/3053/johnston-aarons-schelley-syndrome
906,Arthrogryposis-like hand anomaly and sensorineural deafness,/diseases/784/arthrogryposis-like-hand-anomaly-and-sensorineural-deafness
907,"Arthrogryposis, ectodermal dysplasia, cleft lip/palate, and developmental delay",/diseases/1515/arthrogryposis-ectodermal-dysplasia-cleft-lippalate-and-developmental-delay
908,Kuskokwim disease,/diseases/3150/kuskokwim-disease
909,Spranger Schinzel Myers syndrome,/diseases/4999/spranger-schinzel-myers-syndrome
910,Nail-patella syndrome,/diseases/7160/nail-patella-syndrome
911,Camptodactyly arthropathy coxa vara pericarditis syndrome,/diseases/306/camptodactyly-arthropathy-coxa-vara-pericarditis-syndrome
912,Progressive pseudorheumatoid dysplasia,/diseases/9184/progressive-pseudorheumatoid-dysplasia
913,Kniest like dysplasia lethal,/diseases/3124/kniest-like-dysplasia-lethal
914,Familial joint instability syndrome,/diseases/3054/familial-joint-instability-syndrome
915,Childhood apraxia of speech,/diseases/12889/childhood-apraxia-of-speech
916,Prosthetic joint infection,/diseases/11977/prosthetic-joint-infection
917,Arts syndrome,/diseases/8756/arts-syndrome
918,ARX-related intellectual disability,/diseases/5614/arx-related-intellectual-disability
919,"Chondrodysplasia punctata 1, X-linked recessive",/diseases/1296/chondrodysplasia-punctata-1-x-linked-recessive
920,Asbestosis,/diseases/5852/asbestosis
921,Ascher Syndrome,/diseases/201/ascher-syndrome
922,Tang Hsi Ryu syndrome,/diseases/5114/tang-hsi-ryu-syndrome
923,Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome,/diseases/13425/spastic-tetraplegia-thin-corpus-callosum-progressive-postnatal-microcephaly-syndrome
924,Autism spectrum disorder,/diseases/10248/autism-spectrum-disorder
925,Atrial septal defect coronary sinus,/diseases/10697/atrial-septal-defect-coronary-sinus
926,Atrial septal defect ostium primum,/diseases/10695/atrial-septal-defect-ostium-primum
927,Ostium secundum atrial septal defect,/diseases/5865/ostium-secundum-atrial-septal-defect
928,Corticosteroid-sensitive aseptic abscesses,/diseases/10946/corticosteroid-sensitive-aseptic-abscesses
929,Kohler disease,/diseases/6842/kohler-disease
930,Asherman's syndrome,/diseases/5853/ashermans-syndrome
931,Ewing's family of tumors,/diseases/9323/ewings-family-of-tumors
932,Asperger syndrome,/diseases/5855/asperger-syndrome
933,Aspergillosis,/diseases/5856/aspergillosis
934,Aspergillus niger infection,/diseases/9716/aspergillus-niger-infection
935,Asphyxia neonatorum,/diseases/5857/asphyxia-neonatorum
936,Jeune syndrome,/diseases/3049/jeune-syndrome
937,Ivemark syndrome,/diseases/6795/ivemark-syndrome
938,Familial platelet disorder with associated myeloid malignancy,/diseases/10352/familial-platelet-disorder-with-associated-myeloid-malignancy
939,Asrar Facharzt Haque syndrome,/diseases/581/asrar-facharzt-haque-syndrome
940,Phacomatosis pigmentovascularis,/diseases/4312/phacomatosis-pigmentovascularis
941,Kocher-Debre-Semelaigne syndrome,/diseases/8270/kocher-debre-semelaigne-syndrome
942,Pyknoachondrogenesis,/diseases/4610/pyknoachondrogenesis
943,"Asternia with Cardiac, Diaphragmatic, and Abdominal defects",/diseases/9222/asternia-with-cardiac-diaphragmatic-and-abdominal-defects
944,Asthma,/diseases/10246/asthma
945,Astley-Kendall syndrome,/diseases/9220/astley-kendall-syndrome
946,Astroblastoma,/diseases/10635/astroblastoma
947,Shashi-Pena syndrome,/diseases/13495/shashi-pena-syndrome
948,Bainbridge-Ropers syndrome,/diseases/13259/bainbridge-ropers-syndrome
949,Pfeiffer Rockelein syndrome,/diseases/4306/pfeiffer-rockelein-syndrome
950,"Coronal synostosis, syndactyly and jejunal atresia",/diseases/1532/coronal-synostosis-syndactyly-and-jejunal-atresia
951,Heterochromia iridis,/diseases/8590/heterochromia-iridis
952,Infantile digital fibromatosis,/diseases/8487/infantile-digital-fibromatosis
953,Ataxia telangiectasia,/diseases/5862/ataxia-telangiectasia
954,Ataxia - hypogonadism - choroidal dystrophy,/diseases/944/ataxia---hypogonadism---choroidal-dystrophy
955,Ataxia with vitamin E deficiency,/diseases/8595/ataxia-with-vitamin-e-deficiency
956,Pyruvate decarboxylase deficiency,/diseases/4620/pyruvate-decarboxylase-deficiency
957,Pyruvate carboxylase deficiency,/diseases/7512/pyruvate-carboxylase-deficiency
958,Dentatorubral-pallidoluysian atrophy,/diseases/5643/dentatorubral-pallidoluysian-atrophy
959,Harding ataxia,/diseases/2600/harding-ataxia
960,Spinocerebellar ataxia X-linked type 3,/diseases/9981/spinocerebellar-ataxia-x-linked-type-3
961,Richards-Rundle syndrome,/diseases/8423/richards-rundle-syndrome
962,Spinocerebellar ataxia X-linked type 4,/diseases/9980/spinocerebellar-ataxia-x-linked-type-4
963,Ataxia-oculomotor apraxia-3,/diseases/13112/ataxia-oculomotor-apraxia-3
964,Myelocerebellar disorder,/diseases/3865/myelocerebellar-disorder
965,Nijmegen breakage syndrome,/diseases/3904/nijmegen-breakage-syndrome
966,Cerebral palsy ataxic,/diseases/10451/cerebral-palsy-ataxic
967,Opsoclonus-myoclonus syndrome,/diseases/10009/opsoclonus-myoclonus-syndrome
968,Familial atrial fibrillation,/diseases/9740/familial-atrial-fibrillation
969,Feigenbaum Bergeron Richardson syndrome,/diseases/2279/feigenbaum-bergeron-richardson-syndrome
970,Cerebral palsy athetoid,/diseases/10449/cerebral-palsy-athetoid
971,Athetosis,/diseases/5863/athetosis
972,Atkin syndrome,/diseases/3537/atkin-syndrome
973,Atlanto-Axial Fusion,/diseases/9219/atlanto-axial-fusion
974,Atransferrinemia,/diseases/9595/atransferrinemia
975,"Atrial myxoma, familial",/diseases/139/atrial-myxoma-familial
976,Atrial septal defect sinus venosus,/diseases/10696/atrial-septal-defect-sinus-venosus
977,Holt-Oram syndrome,/diseases/6666/holt-oram-syndrome
978,Double discordia,/diseases/1905/double-discordia
979,Atrioventricular septal defect,/diseases/802/atrioventricular-septal-defect
980,Palmoplantar keratoderma-sclerodactyly syndrome,/diseases/8517/palmoplantar-keratoderma-sclerodactyly-syndrome
981,Atrophic lichen planus,/diseases/12675/atrophic-lichen-planus
982,Degos disease,/diseases/6249/degos-disease
983,Muscular dystrophy white matter spongiosis,/diseases/3854/muscular-dystrophy-white-matter-spongiosis
984,Atrophoderma of Pierini and Pasini,/diseases/5866/atrophoderma-of-pierini-and-pasini
985,Atrophoderma vermiculata,/diseases/9744/atrophoderma-vermiculata
986,Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,/diseases/9592/non-classic-congenital-adrenal-hyperplasia-due-to-21-hydroxylase-deficiency
987,Mucopolysaccharidosis type II,/diseases/6675/mucopolysaccharidosis-type-ii
988,"Hemolytic uremic syndrome, atypical, childhood",/diseases/9432/hemolytic-uremic-syndrome-atypical-childhood
989,Methylmalonic aciduria microcephaly cataract,/diseases/3580/methylmalonic-aciduria-microcephaly-cataract
990,"Atypical mycobacteriosis, familial",/diseases/9185/atypical-mycobacteriosis-familial
991,Karak syndrome,/diseases/10688/karak-syndrome
992,Axial osteomalacia,/diseases/8431/axial-osteomalacia
993,PDGFRB-associated chronic eosinophilic leukemia,/diseases/11896/pdgfrb-associated-chronic-eosinophilic-leukemia
994,Atypical Werner syndrome,/diseases/11910/atypical-werner-syndrome
995,Progressive supranuclear palsy atypical,/diseases/4507/progressive-supranuclear-palsy-atypical
996,Atypical Rett syndrome,/diseases/4694/atypical-rett-syndrome
997,Rhabdoid tumor,/diseases/7572/rhabdoid-tumor
998,Dandy-Walker malformation with nasopharyngeal teratoma and diaphragmatic hernia,/diseases/137/dandy-walker-malformation-with-nasopharyngeal-teratoma-and-diaphragmatic-hernia
999,Dextrocardia with unusual facies and microphthalmia,/diseases/136/dextrocardia-with-unusual-facies-and-microphthalmia
1000,Sackey Sakati Aur syndrome,/diseases/315/sackey-sakati-aur-syndrome
1001,Auralcephalosyndactyly,/diseases/9218/auralcephalosyndactyly
1002,Auriculo-condylar syndrome,/diseases/9798/auriculo-condylar-syndrome
1003,Auriculoosteodysplasia,/diseases/8663/auriculoosteodysplasia
1004,Frey's syndrome,/diseases/6467/freys-syndrome
1005,Ausems Wittebol-Post Hennekam syndrome,/diseases/435/ausems-wittebol-post-hennekam-syndrome
1006,Autism with port-wine stain,/diseases/10303/autism-with-port-wine-stain
1007,Rett syndrome,/diseases/5696/rett-syndrome
1008,Gardner-Diamond syndrome,/diseases/6481/gardner-diamond-syndrome
1009,Autoimmune atrophic gastritis,/diseases/10310/autoimmune-atrophic-gastritis
1010,Autoimmune autonomic ganglionopathy,/diseases/11917/autoimmune-autonomic-ganglionopathy
1011,ITCH E3 ubiquitin ligase deficiency,/diseases/10775/itch-e3-ubiquitin-ligase-deficiency
1012,Autoimmune encephalitis,/diseases/11979/autoimmune-encephalitis
1013,Autoimmune enteropathy,/diseases/8689/autoimmune-enteropathy
1014,Evans syndrome,/diseases/6389/evans-syndrome
1015,Lymphocytic hypophysitis,/diseases/10349/lymphocytic-hypophysitis
1016,Dianzani autoimmune lymphoproliferative syndrome,/diseases/9797/dianzani-autoimmune-lymphoproliferative-syndrome
1017,Autoimmune myocarditis,/diseases/9519/autoimmune-myocarditis
1018,Autoimmune oophoritis,/diseases/9461/autoimmune-oophoritis
1019,Autoimmune pancreatitis,/diseases/10911/autoimmune-pancreatitis
1020,Autoimmune retinopathy,/diseases/12034/autoimmune-retinopathy
1021,Idiopathic thrombocytopenic purpura,/diseases/5194/idiopathic-thrombocytopenic-purpura
1022,Hashimoto's syndrome,/diseases/6570/hashimotos-syndrome
1023,"Immunodysregulation, polyendocrinopathy and enteropathy X-linked",/diseases/1850/immunodysregulation-polyendocrinopathy-and-enteropathy-x-linked
1024,Charcot-Marie-Tooth disease type 2,/diseases/12431/charcot-marie-tooth-disease-type-2
1025,Krieble Bixler syndrome,/diseases/3144/krieble-bixler-syndrome
1026,Brachyolmia type 3,/diseases/10429/brachyolmia-type-3
1027,Autosomal dominant café au lait spots ,/diseases/3967/autosomal-dominant-cafe-au-lait-spots
1028,Spinocerebellar ataxia 13,/diseases/9611/spinocerebellar-ataxia-13
1029,Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons,/diseases/12447/autosomal-dominant-charcot-marie-tooth-disease-type-2-with-giant-axons
1030,Charcot-Marie-Tooth disease,/diseases/6034/charcot-marie-tooth-disease
1031,"Autosomal dominant spinal muscular atrophy, lower extremity-predominant 2",/diseases/13222/autosomal-dominant-spinal-muscular-atrophy-lower-extremity-predominant-2
1032,Autosomal dominant deafness-onychodystrophy syndrome,/diseases/4732/autosomal-dominant-deafness-onychodystrophy-syndrome
1033,Charcot-Marie-Tooth disease type 1,/diseases/12433/charcot-marie-tooth-disease-type-1
1034,Lewy body dementia,/diseases/3243/lewy-body-dementia
1035,Dyskeratosis congenita autosomal dominant,/diseases/6299/dyskeratosis-congenita-autosomal-dominant
1036,Dominant dystrophic epidermolysis bullosa,/diseases/2139/dominant-dystrophic-epidermolysis-bullosa
1037,Primary familial and congenital polycythemia,/diseases/9843/primary-familial-and-congenital-polycythemia
1038,Convulsions benign familial neonatal dominant form,/diseases/1519/convulsions-benign-familial-neonatal-dominant-form
1039,Hemochromatosis type 4,/diseases/10094/hemochromatosis-type-4
1040,Clouston syndrome,/diseases/2056/clouston-syndrome
1041,MBD25–related intellectual disability,/diseases/12852/mbd25-related-intellectual-disability
1042,5q14.3 microdeletion syndrome ,/diseases/12166/5q143-microdeletion-syndrome
1043,Autosomal dominant intellectual disability 30,/diseases/13136/autosomal-dominant-intellectual-disability-30
1044,Autosomal dominant intellectual disability 40,/diseases/13539/autosomal-dominant-intellectual-disability-40
1045,SYNGAP1-related non-syndromic intellectual disability,/diseases/12558/syngap1-related-non-syndromic-intellectual-disability
1046,PACS1-related syndrome,/diseases/13043/pacs1-related-syndrome
1047,HIVEP2-related intellectual disability,/diseases/13179/hivep2-related-intellectual-disability
1048,GRIN2B related syndrome,/diseases/12851/grin2b-related-syndrome
1049,DYRK1A-Related Intellectual Disability Syndrome,/diseases/13527/dyrk1a-related-intellectual-disability-syndrome
1050,Autosomal dominant intermediate Charcot-Marie-Tooth,/diseases/12436/autosomal-dominant-intermediate-charcot-marie-tooth
1051,Larsen syndrome,/diseases/6860/larsen-syndrome
1052,Late-onset retinal degeneration,/diseases/4357/late-onset-retinal-degeneration
1053,Limb-girdle muscular dystrophy,/diseases/6907/limb-girdle-muscular-dystrophy
1054,"Autosomal dominant spinal muscular atrophy, lower extremity-predominant 1",/diseases/13519/autosomal-dominant-spinal-muscular-atrophy-lower-extremity-predominant-1
1055,SETBP1 disorder,/diseases/13379/setbp1-disorder
1056,"Methemoglobinemia, beta-globin type",/diseases/13007/methemoglobinemia-beta-globin-type
1057,Microcephaly autosomal dominant,/diseases/3605/microcephaly-autosomal-dominant
1058,Twenty-nail dystrophy,/diseases/10363/twenty-nail-dystrophy
1059,Cataract congenital dominant non nuclear,/diseases/1144/cataract-congenital-dominant-non-nuclear
1060,Autosomal dominant non-syndromic intellectual disability,/diseases/12107/autosomal-dominant-non-syndromic-intellectual-disability
1061,22q11.2 deletion syndrome,/diseases/10299/22q112-deletion-syndrome
1062,Autosomal dominant optic atrophy and cataract,/diseases/10203/autosomal-dominant-optic-atrophy-and-cataract
1063,Autosomal dominant optic atrophy plus syndrome,/diseases/5243/autosomal-dominant-optic-atrophy-plus-syndrome
1064,Optic atrophy 1,/diseases/9890/optic-atrophy-1
1065,Osteopetrosis autosomal dominant type 1,/diseases/4151/osteopetrosis-autosomal-dominant-type-1
1066,Osteopetrosis autosomal dominant type 2,/diseases/383/osteopetrosis-autosomal-dominant-type-2
1067,"Hyperostosis corticalis generalisata, benign form of Worth with torus palatinus",/diseases/390/hyperostosis-corticalis-generalisata-benign-form-of-worth-with-torus-palatinus
1068,Parkinson disease type 3,/diseases/8578/parkinson-disease-type-3
1069,"Preaxial deficiency, postaxial polydactyly and hypospadias",/diseases/4470/preaxial-deficiency-postaxial-polydactyly-and-hypospadias
1070,Renal hypomagnesemia 2,/diseases/3350/renal-hypomagnesemia-2
1071,Autosomal dominant pseudohypoaldosteronism type 1,/diseases/9145/autosomal-dominant-pseudohypoaldosteronism-type-1
1072,Retinoschisis autosomal dominant,/diseases/9144/retinoschisis-autosomal-dominant
1073,Severe congenital neutropenia autosomal dominant,/diseases/9558/severe-congenital-neutropenia-autosomal-dominant
1074,"Renal tubular acidosis, distal, autosomal dominant",/diseases/4668/renal-tubular-acidosis-distal-autosomal-dominant
1075,Spastic paraplegia 9,/diseases/9583/spastic-paraplegia-9
1076,Spastic paraplegia 10,/diseases/9590/spastic-paraplegia-10
1077,Spastic paraplegia 4,/diseases/4925/spastic-paraplegia-4
1078,Spastic paraplegia 17,/diseases/4219/spastic-paraplegia-17
1079,Spheroid body myopathy,/diseases/8711/spheroid-body-myopathy
1080,Autosomal dominant spondyloepiphyseal dysplasia tarda,/diseases/10624/autosomal-dominant-spondyloepiphyseal-dysplasia-tarda
1081,Thoracolaryngopelvic dysplasia,/diseases/5184/thoracolaryngopelvic-dysplasia
1082,Autosomal dominant torsion dystonia-4,/diseases/10138/autosomal-dominant-torsion-dystonia-4
1083,Autosomal dominant type B hypercholesterolemia,/diseases/8588/autosomal-dominant-type-b-hypercholesterolemia
1084,Spinocerebellar ataxia autosomal recessive 3,/diseases/9971/spinocerebellar-ataxia-autosomal-recessive-3
1085,Cerebelloparenchymal disorder 3,/diseases/1199/cerebelloparenchymal-disorder-3
